ID,Date,Duration,Language,Length,Transcription
DIRTY_121,"{name: ""M. Müller-Löwenstein"", age: fifty-two, 
    budget: ""7000 euros"", city: N/A"",
    diet: ""omnivore, allergy: ""allergies alimentaires diverses"",
    color: blanc, sport"": ""ski""
    ERROR: JSON PARSE FAILED LINE 3}",2026-01-15,environ 30,MIX,???
DIRTY_122,,30-45 min,Spanish,short,"Client M. François-Xavier M. François-Xavier (doublon??)
    Age la trentaine ou la trentaine ans
    Budget à discuter / à discuter euros
    Ville Londres / Londres
    ATTENTION: POSSIBLE DUPLICATE: POSSIBLE DUPLICATE:
    flexitarien. aucune. multicolore. golf."
DIRTY_123,"عميل مهم mme durand marie من Inconnu.
    العمر: fifty-two. الميزانية: Budget: 12000€.
    يبحث عن حقيبة فاخرة navy.
    halal. . 
    Sport: running. رياضي جدا.
    Rappeler en français merci.",invalid,30 minutes,IT,N/A
DIRTY_124,invalid,"|Client|السيد أحمد|
    |Age|63 years old|
    |Budget|20000€|
    |Ville|new york|
    |Corrupted|data|table|error|format|"
DIRTY_125,???,30-45 min,French,SHORT,"Client Frau Köhler, CONFIDENTIEL. Wants to buy un sac pour business trips. 
    Budget $5000. Habite Dubai mais travels often to München et Milano.
    Sport: Tennis. . Cuir navy preferred. pas d'allergie connue."
DIRTY_126,???,half hour,fr,medium,"{name: ""Signora D'Angelo"", age: 41+, 
    budget: ""7000,000€"", city: PARIS"",
    diet: ""vegan sauf occasionnellement, allergy: ""???"",
    color: BORDEAUX, sport"": ""marathon""
    ERROR: JSON PARSE FAILED LINE 3}"
DIRTY_127,"January 15, 2026",30 min,???,???,"Client . Age: . Budget: . Ville: .
    Sport: ???. Régime: N/A. Allergie: null.
    Couleur: undefined. Profession: NaN.
    TODO: compléter fiche plus tard"
DIRTY_128,31/02/2026,N/A,Spanish,court,"CONVERSATION EXCEPTIONNELLE avec M. DUPONT Jean-Pierre, multiple businesses extraordinaire, 
    vraiment un client exceptionnel et extraordinaire qui mérite une attention 
    exceptionnelle et extraordinaire. 28 an donc dans la tranche d'âge 
    des clients exceptionnels et extraordinaires. Budget pas de limite mais 
    pourrait être plus élevé car client exceptionnel et extraordinaire. 
    Réside à Côte d'Azur une ville exceptionnelle où vivent des gens exceptionnels.
    Pratique équitation de manière exceptionnelle.  de façon exceptionnelle.
    none. Couleur préférée BLACK une couleur exceptionnelle.
    Client à rappeler car exceptionnel et extraordinaire pour proposition 
    exceptionnelle collection exceptionnelle prochaine saison exceptionnelle.
    Potentiel lifetime value exceptionnel et extraordinaire vraiment incroyable.
    Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. "
DIRTY_129,31/02/2026,long,Italien,medium,"عميل مهم M. 李明 (Li Ming) من HK.
    العمر: 66 ans. الميزانية: £30000.
    يبحث عن حقيبة فاخرة BORDEAUX.
    végane strict. allergie soleil + produits chimiques. 
    Sport: . رياضي جدا.
    Rappeler en français merci."
DIRTY_130,2026.01.15,court,???,???,Signora D'Angelo. hong-kong. ok.
DIRTY_131,invalid,30min,Spanish,LONG,"Client Mlle Çelik rencontré boutique.
    Ã¢ge: 71 years old -- Caractères encodés: Ã©Ã¨Ãªà 
    Budget: presupuesto 20000€ â‚¬
    Ville: london aÃ©roport
    RÃ©gime: 
    Couleur: Cognac
    Sport: marathon"
DIRTY_132,,très long,autre,long,"|Client|Mme Ñoño García|
    |Age|né en 2000|
    |Budget|selon modèle|
    |Ville|Frankfurt|
    |Corrupted|data|table|error|format|"
DIRTY_133,01-15-2026,30m,Fr,SHORT,"RDV m dubois le 31/02/2026 à 25:99
    Client depuis 2099, trente-cinq.
    Anniversaire: hier/demain/bientôt
    Budget  à confirmer 30/13/2025
    Rappeler: la semaine prochaine ou le mois dernier
    LONDON. flexitarien. aucune. rosé gold."
DIRTY_134,15/01/2026,~30min,Allemand,medium,"|Client|Mme Śląska Bądź|
    |Age|39 an|
    |Budget|15K€|
    |Ville|paris|
    |Corrupted|data|table|error|format|"
DIRTY_135,01-15-2026,30min,MIX,LONG,"RDV m dubois le 31/02/2026 à 25:99
    Client depuis 2099, 41 Jahre alt.
    Anniversaire: hier/demain/bientôt
    Budget budget flexible à confirmer 30/13/2025
    Rappeler: la semaine prochaine ou le mois dernier
    NYC. pas de restrictions. none. multicolore."
DIRTY_136,invalid,long,English,long,"RDV M. 李明 (Li Ming) le 31/02/2026 à 25:99
    Client depuis 2099, 66 años.
    Anniversaire: hier/demain/bientôt
    Budget 12000 – 16300 € à confirmer 30/13/2025
    Rappeler: la semaine prochaine ou le mois dernier
    Cote d'Azur. vegan sauf occasionnellement. allergie soleil + produits chimiques. ???."
DIRTY_137,1/15/26,"CONVERSATION EXCEPTIONNELLE avec Mme Zoë Bäcker, préfère ne pas dire extraordinaire, 
    vraiment un client exceptionnel et extraordinaire qui mérite une attention 
    exceptionnelle et extraordinaire. environ 45 donc dans la tranche d'âge 
    des clients exceptionnels et extraordinaires. Budget pas de limite mais 
    pourrait être plus élevé car client exceptionnel et extraordinaire. 
    Réside à  une ville exceptionnelle où vivent des gens exceptionnels.
    Pratique équitation de manière exceptionnelle. flexitarien de façon exceptionnelle.
    N/A. Couleur préférée multicolore une couleur exceptionnelle.
    Client à rappeler car exceptionnel et extraordinaire pour proposition 
    exceptionnelle collection exceptionnelle prochaine saison exceptionnelle.
    Potentiel lifetime value exceptionnel et extraordinaire vraiment incroyable.
    Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. "
DIRTY_138,15/01/2026,???,,court,"CONVERSATION EXCEPTIONNELLE avec Dr. Émile François-Marie, retraité actif extraordinaire, 
    vraiment un client exceptionnel et extraordinaire qui mérite une attention 
    exceptionnelle et extraordinaire. âgé de 51 ans donc dans la tranche d'âge 
    des clients exceptionnels et extraordinaires. Budget unlimited budget mais 
    pourrait être plus élevé car client exceptionnel et extraordinaire. 
    Réside à ZURICH une ville exceptionnelle où vivent des gens exceptionnels.
    Pratique Tennis de manière exceptionnelle. regime special de façon exceptionnelle.
    aucune. Couleur préférée  une couleur exceptionnelle.
    Client à rappeler car exceptionnel et extraordinaire pour proposition 
    exceptionnelle collection exceptionnelle prochaine saison exceptionnelle.
    Potentiel lifetime value exceptionnel et extraordinaire vraiment incroyable.
    Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. "
DIRTY_139,31/02/2026,30-45 min,autre,court,"CONVERSATION EXCEPTIONNELLE avec Frau Köhler, médecin-chirurgien extraordinaire, 
    vraiment un client exceptionnel et extraordinaire qui mérite une attention 
    exceptionnelle et extraordinaire. agé de 27 donc dans la tranche d'âge 
    des clients exceptionnels et extraordinaires. Budget 30000$ mais 
    pourrait être plus élevé car client exceptionnel et extraordinaire. 
    Réside à PARIS une ville exceptionnelle où vivent des gens exceptionnels.
    Pratique natation de manière exceptionnelle. vegan sauf occasionnellement de façon exceptionnelle.
    allergies alimentaires diverses. Couleur préférée beige une couleur exceptionnelle.
    Client à rappeler car exceptionnel et extraordinaire pour proposition 
    exceptionnelle collection exceptionnelle prochaine saison exceptionnelle.
    Potentiel lifetime value exceptionnel et extraordinaire vraiment incroyable.
    Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. "
DIRTY_140,2026-01-15,~30min,IT,,"عميل مهم Mme Thérèse André من Frankfurt.
    العمر: 51+. الميزانية: .
    يبحث عن حقيبة فاخرة rose-gold.
    végétarien mais mange du poisson. ATTENTION: allergie sévère fruits coque!!!. 
    Sport: N/A. رياضي جدا.
    Rappeler en français merci."
DIRTY_141,2026-01-15,environ 30,ES,short,السيد أحمد. N/A. ok.
DIRTY_142,N/A,"🌟 CLIENTE VIP 🌟 Durand 💼 banquier+investisseur ⭐⭐⭐⭐⭐
    Age: né en 1996 | Budget: entre 30000 et 34653 💰💰💰
    🏠 N/A | ✈️ travels a lot
    Loves: équitation 🎾 | Art 🎨 | Music 🎵
    Diet: pescetarien 🥗 | severe shellfish allergy CRITICAL ⚠️
    Color: navy ❤️ | Wife birthday 🎂 coming up!
    Call back ASAP! 📞📞📞"
DIRTY_143,15/01/2026,half hour,Fr,N/A,Prof. Øystein Ødegård. MILAN. ok.
DIRTY_144,15.01.26,très long,Spanish,,"RDV Mrs. Björk Jónsdóttir le 31/02/2026 à 25:99
    Client depuis 2099, soixantaine.
    Anniversaire: hier/demain/bientôt
    Budget budget flexible à confirmer 30/13/2025
    Rappeler: la semaine prochaine ou le mois dernier
    Saint Tropez. sans gluten sans lactose. severe shellfish allergy CRITICAL. cognac."
DIRTY_145,invalid,environ 30,,moyen,"Client MME LEGRAND, âgé de 57 ans. Wants to buy un sac pour business trips. 
    Budget à discuter. Habite PARIS mais travels often to München et Milano.
    Sport: football. vegetarian events. Cuir ??? preferred. ATTENTION: allergie sévère fruits coque!!!."
DIRTY_146,15 janvier 2026,,English,,"عميل مهم Mr. O'Brien-McIntyre من N/A.
    العمر: 52 anni. الميزانية: Budget: 5000€.
    يبحث عن حقيبة فاخرة bordeaux.
    pescetarien. allergie soleil + produits chimiques. 
    Sport: équitation. رياضي جدا.
    Rappeler en français merci."
DIRTY_147,"January 15, 2026",0.5h,FR,,"Euh alors le client c'est Mme Ñoño García voilà euh 
    donc il a genre euh cinquantaine enfin bon bref
    et donc son budget c'est euh environ euh genre 20000EUR
    il habite à ah mince comment ça s'appelle euh Monte-Carlo
    donc voilà quoi euh pescetarien et puis euh allergie soleil + produits chimiques
    ah oui et il aime le navy voilà c'est tout euh merci"
DIRTY_148,15 janvier 2026,30min,plusieurs,,Sr. João Gonçalves. HK. ok.
DIRTY_149,15 janvier 2026,très long,multilingual,court,"Client . Age: . Budget: . Ville: .
    Sport: ???. Régime: N/A. Allergie: null.
    Couleur: undefined. Profession: NaN.
    TODO: compléter fiche plus tard"
DIRTY_150,15.01.26,,Anglais,longe,"RDV M. DUPONT Jean-Pierre le 31/02/2026 à 25:99
    Client depuis 2099, 34 Jahre alt.
    Anniversaire: hier/demain/bientôt
    Budget budget illimité à confirmer 30/13/2025
    Rappeler: la semaine prochaine ou le mois dernier
    HK. pas de restrictions. allergies alimentaires diverses. multicolore."
